genome	number of scaffolds	taxonomy	5S rRNA	16S rRNA	23S rRNA	tRNA count
ERR4968585_bin.1	65	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__	ERR4968585_bin.1_NODE_11523_length_3574_cov_26.314294 (3375, 3457)			27
ERR4968585_bin.28	63	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900554045				39
ERR4968585_bin.29	44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000433175				44
ERR4968586_bin.17	71	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	ERR4968586_bin.17_NODE_162_length_83104_cov_51.125492 (82902, 82998)			42
ERR4968586_bin.20	91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	2 present			37
ERR4968586_bin.6	61	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis				41
ERR4968586_bin.9	69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__			ERR4968586_bin.9_NODE_365_length_57115_cov_16.782825 (55780, 57114)	41
ERR4968587_bin.12	83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__				39
ERR4968587_bin.9	115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900557315		2 present	ERR4968587_bin.9_NODE_6297_length_4223_cov_46.303263 (296, 3330)	38
ERR4968588_bin.12	102	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900544445				46
ERR4968589_bin.33	45	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus				60
ERR4968590_bin.12	50	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__				51
ERR4968590_bin.2	126	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__	ERR4968590_bin.2_NODE_5652_length_7856_cov_14.994360 (7493, 7601)			19
ERR4968590_bin.22	99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900543715				31
ERR4968590_bin.38	49	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__				26
ERR4968590_bin.6	92	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__	ERR4968590_bin.6_NODE_3226_length_12533_cov_6.423465 (226, 301)			15
ERR4968592_bin.39	230	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__				32
ERR4968592_bin.9	68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__				27
ERR4968593_bin.10	72	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__		ERR4968593_bin.10_NODE_1485_length_19569_cov_87.350876 (2, 433)		29
ERR4968593_bin.11	53	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-776;s__				30
ERR4968593_bin.22	16	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__	ERR4968593_bin.22_NODE_4475_length_9068_cov_11.940863 (8658, 8755)	ERR4968593_bin.22_NODE_567_length_37348_cov_15.511919 (36568, 37348)		39
ERR4968593_bin.27	179	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__				11
ERR4968593_bin.55	48	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-776;s__				13
ERR4968594_bin.36	181	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__CHKCI006;s__CHKCI006 sp900018345				29
ERR4968595_bin.28	91	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__;g__;s__				36
ERR4968595_bin.6	35	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__;g__;s__	ERR4968595_bin.6_NODE_162_length_75792_cov_174.215865 (72331, 72433)	ERR4968595_bin.6_NODE_170_length_73855_cov_176.147100 (2, 797)	ERR4968595_bin.6_NODE_162_length_75792_cov_174.215865 (72507, 75508)	48
ERR4968596_bin.3	44	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__UMGS1670;s__UMGS1670 sp902406135				38
ERR4968597_bin.16	67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	ERR4968597_bin.16_NODE_10350_length_5405_cov_24.514019 (152, 247)			27
ERR4968597_bin.17	317	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__An92;s__	ERR4968597_bin.17_NODE_4819_length_10028_cov_8.592901 (97, 206)			23
ERR4968597_bin.38	52	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	ERR4968597_bin.38_NODE_26_length_190137_cov_268.396850 (189618, 189723)			59
ERR4968597_bin.7	257	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__				24
ERR4968598_bin.19	103	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__				30
ERR4968598_bin.20	143	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__				31
ERR4968598_bin.22	90	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__				36
ERR4968598_bin.23	92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__	ERR4968598_bin.23_NODE_1667_length_23437_cov_16.505389 (23166, 23278)			28
ERR4968598_bin.3	132	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis				37
ERR4968598_bin.36	261	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	2 present			38
ERR4968598_bin.42	26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus				51
ERR4968598_bin.45	62	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae				38
ERR4968598_bin.54	113	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__				18
ERR4968599_bin.14	101	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis				18
ERR4968599_bin.3	194	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__				24
ERR4968599_bin.40	33	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__				29
ERR4968600_bin.1	84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__				38
ERR4968600_bin.15	30	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__OF09-33XD;s__				46
ERR4968600_bin.3	54	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus aviarius				27
ERR4968600_bin.32	148	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__				28
ERR4968601_bin.23	300	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UMGS882;s__UMGS882 sp003343885				15
ERR4968601_bin.28	42	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__				44
ERR4968601_bin.51	314	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__	ERR4968601_bin.51_NODE_11143_length_4696_cov_5.496876 (4213, 4320)			22
ERR4968602_bin.17	178	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__;s__				36
ERR4968602_bin.25	58	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__				59
ERR4968602_bin.26	60	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__	ERR4968602_bin.26_NODE_8831_length_7222_cov_10.670294 (438, 539)			25
ERR4968602_bin.3	201	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__;s__				20
ERR4968602_bin.5	424	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Nitratidesulfovibrio;s__Nitratidesulfovibrio vulgaris	ERR4968602_bin.5_NODE_5222_length_10923_cov_5.952337 (10, 99)			43
ERR4968602_bin.57	107	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__				16
ERR4968602_bin.63	56	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	ERR4968602_bin.63_NODE_5083_length_11177_cov_17.030480 (10991, 11092)			23
ERR4968602_bin.67	65	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp900752335				26
ERR4968602_bin.74	34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__				20
ERR4968602_bin.80	51	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__	ERR4968602_bin.80_NODE_2115_length_20675_cov_22.836566 (20239, 20336)			11
ERR4968603_bin.15	161	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	ERR4968603_bin.15_NODE_8955_length_6339_cov_12.922820 (3247, 3357)			27
ERR4968603_bin.24	195	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__				36
ERR4968603_bin.31	156	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__				16
ERR4968603_bin.35	56	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii				31
ERR4968603_bin.37	79	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__				33
ERR4968603_bin.41	77	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__	ERR4968603_bin.41_NODE_1894_length_23464_cov_25.789824 (3, 88)		ERR4968603_bin.41_NODE_7555_length_7491_cov_62.525282 (1, 2299)	25
ERR4968603_bin.56	129	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter sp900543115				37
ERR4968604_bin.20	92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900547035				37
ERR4968605_bin.39	91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3;s__UC5-1-2E3 sp001304875				25
ERR4968606_bin.18	8	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__	ERR4968606_bin.18_NODE_10292_length_6657_cov_20.091942 (339, 436)		ERR4968606_bin.18_NODE_1617_length_26822_cov_21.674413 (2, 1081)	28
ERR4968606_bin.83	77	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__				33
ERR4968608_bin.20	84	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__				28
ERR4968608_bin.33	53	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	ERR4968608_bin.33_NODE_23359_length_3356_cov_151.368676 (9, 91)	ERR4968608_bin.33_NODE_30348_length_2769_cov_68.337509 (1, 604)	4 present	65
ERR4968608_bin.34	116	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp002159835				25
ERR4968608_bin.54	71	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10873;s__	ERR4968608_bin.54_NODE_3980_length_12944_cov_11.989216 (12881, 12943)			28
ERR4968671_bin.1	159	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1217;s__				25
ERR4968671_bin.11	37	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__UBA3382;s__				39
ERR4968671_bin.17	57	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__				40
ERR4968671_bin.4	115	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900553715				23
ERR4968671_bin.51	384	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella lascolaii				20
ERR4968671_bin.54	114	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp900552415				41
ERR4968673_bin.37	93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp002160525				25
ERR4968673_bin.41	45	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	ERR4968673_bin.41_NODE_30_length_166932_cov_33.682359 (30716, 30811)			42
ERR4968678_bin.24	236	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__				15
ERR4968678_bin.28	40	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__				40
ERR4968678_bin.37	49	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UBA11940;s__	5 present		ERR4968678_bin.37_NODE_1567_length_23048_cov_46.612143 (3, 1345)	38
ERR4968678_bin.39	21	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__				27
ERR4968678_bin.5	24	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-822;s__	ERR4968678_bin.5_NODE_303_length_83491_cov_111.785896 (404, 481)			24
ERR4968678_bin.54	336	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__HGM11525;s__				28
ERR4968678_bin.68	232	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	ERR4968678_bin.68_NODE_5994_length_7226_cov_6.641891 (7027, 7139)			30
ERR4968681_bin.18	14	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__			ERR4968681_bin.18_NODE_19_length_278334_cov_28.169039 (277356, 278333)	29
ERR4968681_bin.22	21	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA4626;s__	ERR4968681_bin.22_NODE_1353_length_25517_cov_15.963671 (594, 705)	ERR4968681_bin.22_NODE_357_length_62234_cov_15.765114 (61418, 62234)		33
ERR4968681_bin.4	35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900290115				42
ERR4968681_bin.50	46	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10818;s__				34
ERR4968687_bin.20	36	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1648;s__UMGS1648 sp900553765	ERR4968687_bin.20_NODE_14873_length_4833_cov_19.845542 (259, 334)			24
ERR4968687_bin.22	145	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS1217;s__				17
ERR4968687_bin.30	87	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-822;s__				18
ERR4968687_bin.40	125	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA7057;s__	ERR4968687_bin.40_NODE_14585_length_4937_cov_4.534822 (4643, 4719)			13
ERR4968687_bin.45	74	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__				16
ERR4968687_bin.63	154	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__;s__				17
ERR4968687_bin.69	26	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__;s__		2 present	ERR4968687_bin.69_NODE_697_length_45010_cov_20.885063 (43876, 45010)	35
ERR4968704_bin.2	124	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__	ERR4968704_bin.2_NODE_12073_length_6458_cov_7.229268 (6369, 6456)			12
ERR4968704_bin.38	105	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-776;s__			ERR4968704_bin.38_NODE_33592_length_2786_cov_95.601611 (1820, 2786)	31
ERR4968704_bin.39	35	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__				20
ERR4968704_bin.51	66	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__				37
ERR4968704_bin.83	56	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__				25
ERR4968705_bin.113	96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas sp002159995				33
ERR4968705_bin.24	50	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__				25
ERR4968705_bin.27	108	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G;s__				19
ERR4968705_bin.43	93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__				25
ERR4968705_bin.53	143	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__				24
ERR4968705_bin.54	123	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA4626;s__				18
ERR4968705_bin.90	125	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__				18
ERR4968711_bin.16	164	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1826;s__				22
ERR4968711_bin.17	282	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__	ERR4968711_bin.17_NODE_14317_length_3654_cov_5.278411 (3540, 3650)			18
ERR4968711_bin.19	62	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900755895	2 present			25
ERR4968711_bin.32	180	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__				40
ERR4968711_bin.38	50	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__				33
ERR4968711_bin.45	270	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__				14
ERR4968711_bin.58	74	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium sp002160495				21
ERR4968711_bin.9	60	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__	ERR4968711_bin.9_NODE_3707_length_15708_cov_17.111927 (15565, 15673)			25
ERR4968712_bin.107	44	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__UMGS1688;s__				26
ERR4968712_bin.113	143	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__QAMI01;s__QAMI01 sp900551915				19
ERR4968712_bin.124	249	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__		ERR4968712_bin.124_NODE_16646_length_6225_cov_6.801297 (1, 509)		15
ERR4968712_bin.129	28	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1409;s__UBA1409 sp002305045				37
ERR4968712_bin.26	37	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__	ERR4968712_bin.26_NODE_1784_length_36224_cov_33.993005 (35909, 36017)			42
ERR4968712_bin.40	66	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__An23;s__An23 sp900544635				42
ERR4968712_bin.49	341	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__				43
ERR4968712_bin.50	53	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-917;g__UMGS1688;s__UMGS1688 sp900554085	ERR4968712_bin.50_NODE_4057_length_19577_cov_9.710788 (206, 315)			32
ERR4968712_bin.51	40	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	ERR4968712_bin.51_NODE_1252_length_46261_cov_24.532918 (45184, 45296)		ERR4968712_bin.51_NODE_1252_length_46261_cov_24.532918 (45407, 46261)	26
ERR4968712_bin.54	145	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1865;s__	2 present			31
ERR4968712_bin.56	203	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA11517;s__				27
ERR4968712_bin.57	54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__				22
ERR4968712_bin.64	216	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__OEMS01;s__				39
ERR4968712_bin.70	22	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__UBA1242;g__UBA4626;s__	ERR4968712_bin.70_NODE_8346_length_11123_cov_12.281713 (10429, 10541)	ERR4968712_bin.70_NODE_1372_length_43651_cov_13.256927 (43199, 43651)		30
ERR4968712_bin.78	31	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__UCG-010;s__UCG-010 sp900754535		ERR4968712_bin.78_NODE_812_length_62201_cov_30.238728 (61493, 62201)		38
ERR4968712_bin.84	64	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__	ERR4968712_bin.84_NODE_3749_length_20807_cov_14.662779 (20542, 20650)			39
ERR4968712_bin.88	128	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__	ERR4968712_bin.88_NODE_4676_length_17487_cov_23.838401 (511, 620)			42
ERR4968712_bin.9	67	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS1004;s__		ERR4968712_bin.9_NODE_1081_length_51380_cov_67.897867 (50193, 51379)		29
ERR4968712_bin.98	23	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__	ERR4968712_bin.98_NODE_9256_length_10213_cov_57.801733 (9966, 10055)			41
ERR4969053_bin.1	87	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__				45
ERR4969053_bin.15	140	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp002161355				12
ERR4969053_bin.24	128	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__HGM11808;s__				25
ERR4969053_bin.25	148	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__;s__	2 present			36
ERR4969053_bin.26	42	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS599;s__				29
ERR4969053_bin.29	72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum;s__Anaerofilum sp002160015				40
ERR4969053_bin.40	147	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__UBA1390;g__UBA1390;s__UBA1390 sp002305315				29
ERR4969053_bin.41	58	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AM51-8;s__AM51-8 sp900761925				25
ERR4969053_bin.48	92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__				28
ERR4969053_bin.54	60	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900543315				18
